,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
4709,Brokered by Corcoran Brooklyn Heights,Condo,849000,2,2.0,937.0,733 Ocean Pkwy # 7C,"Brooklyn, NY 11230","733 Ocean Pkwy # 7CBrooklyn, NY 11230",New York,Kings County,Brooklyn,Kensington,733,"733 Ocean Pkwy #7c, Brooklyn, NY 11230, USA",40.6305676,-73.9713098,11230,5.928907690243952,2.971739590887778,3,POINT (-73.9713098 40.6305676),Brooklyn,314,Borough Park
4710,Brokered by Corcoran Westside Columbus,Condo,995000,1,1.0,971.0,856 Washington Ave Apt 6C,"Brooklyn, NY 11238","856 Washington Ave Apt 6CBrooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,856,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215,11238,5.997823080745725,2.9872192299080047,3,POINT (-73.9631215 40.6725244),Brooklyn,308,Central Brooklyn
4711,Brokered by COMPASS,Co-op,899000,2,1.0,940.0,401 E 74th St Apt 12M,"Manhattan, NY 10021","401 E 74th St Apt 12MManhattan, NY 10021",New York,New York County,New York,Manhattan,401,"401 E 74th St Apartment 12p, New York, NY 10021, USA",40.7691866,-73.9544795,10021,5.953759691733229,2.9731278535996988,3,POINT (-73.95447950000001 40.7691866),Manhattan,108,Upper East Side
4712,Brokered by Diamond Real Inc,Co-op,519000,2,1.0,1100.0,2 W End Ave Unit L4,"Brooklyn, NY 11235","2 W End Ave Unit L4Brooklyn, NY 11235",New York,Kings County,Brooklyn,Manhattan Beach,2,"2 West End Ave Apt 4l, Brooklyn, NY 11235, USA",40.5813269,-73.9541649,11235,5.715167357848458,3.041392685158225,3,POINT (-73.95416489999999 40.5813269),Brooklyn,315,Southern Brooklyn
4713,Brokered by Diamond Real Inc,Co-op,519000,2,1.0,1100.0,2 W End Ave Unit L4,"Brooklyn, NY 11235","2 W End Ave Unit L4Brooklyn, NY 11235",New York,Kings County,Brooklyn,Manhattan Beach,2,"2 West End Ave Apt 4l, Brooklyn, NY 11235, USA",40.5813269,-73.9541649,11235,5.715167357848458,3.041392685158225,3,POINT (-73.95416489999999 40.5813269),Brooklyn,315,Southern Brooklyn
4714,Brokered by Corcoran Westside Columbus,Condo,995000,1,1.0,971.0,856 Washington Ave Apt 6C,"Brooklyn, NY 11238","856 Washington Ave Apt 6CBrooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,856,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215,11238,5.997823080745725,2.9872192299080047,3,POINT (-73.9631215 40.6725244),Brooklyn,308,Central Brooklyn
4715,Brokered by Corcoran Williamsburg Bedford,Co-op,659000,1,1.0,860.0,118 E 60th St Apt 11E,"New York, NY 10022","118 E 60th St Apt 11ENew York, NY 10022",New York,New York County,New York,Manhattan,118,"118 E 60th St #11e, New York, NY 10022, USA",40.7630774,-73.9685002,10022,5.81888541459401,2.934498451243568,3,POINT (-73.96850019999999 40.7630774),Manhattan,108,Gramercy Park and Murray Hill
4716,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,15000000,2,2.0,2625.0,432 Park Ave Apt 84A,"New York, NY 10022","432 Park Ave Apt 84ANew York, NY 10022",New York,New York County,New York,Manhattan,432,"432 Park Ave APT 84B, New York, NY 10022, USA",40.7615061,-73.9717996,10022,7.176091259055681,3.4191293077419758,5,POINT (-73.9717996 40.7615061),Manhattan,105,Gramercy Park and Murray Hill
4717,Brokered by Exp Realty,Multi-family home,1080000,5,2.0,2570.0,1110 Clarence Ave,"Bronx, NY 10465","1110 Clarence AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Clarence Avenue,"1110 Clarence Ave, Bronx, NY 10465, USA",40.8360249,-73.8189088,10465,6.033423755486949,3.4099331233312946,4,POINT (-73.8189088 40.8360249),Bronx,210,Southeast Bronx
4718,Brokered by City Connections Realty,Others,599000,1,1.0,578.0,20 West St Apt 15F,"New York, NY 10004","20 West St Apt 15FNew York, NY 10004",New York,New York County,New York,Manhattan,20,"20 West St #15f, New York, NY 10004, USA",40.706541,-74.0158244,10004,5.7774268223893115,2.761927838420529,3,POINT (-74.0158244 40.706541),Manhattan,101,Lower Manhattan
4719,Brokered by COMPASS,Condo,1195000,1,2.0,1330.0,214 N 11th St Apt 1B,"Brooklyn, NY 11211","214 N 11th St Apt 1BBrooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,214,"214 N 11th St #1b, Brooklyn, NY 11211, USA",40.7187183,-73.9533885,11211,6.077367905284157,3.123851640967086,4,POINT (-73.9533885 40.7187183),Brooklyn,301,Greenpoint
4722,Brokered by COMPASS,Condo,24500000,4,6.0,5427.0,838 5th Ave Fl 6,"Manhattan, NY 10065","838 5th Ave Fl 6Manhattan, NY 10065",New York,New York County,New York,Manhattan,838,"838 5th Ave FL 6, New York, NY 10065, USA",40.7677424,-73.9700367,10065,7.389166084364533,3.734559821579476,5,POINT (-73.97003669999999 40.7677424),Manhattan,108,Upper East Side
4723,"Brokered by MAXIMILLION REALTY, INC.",Condo,490000,1,1.0,730.0,501 Surf Ave Apt 2N,"Brooklyn, NY 11224","501 Surf Ave Apt 2NBrooklyn, NY 11224",Kings County,Brooklyn,Coney Island,Surf Avenue,Brightwater Towers East,"Brightwater Towers East, 501 Surf Ave #2n, Brooklyn, NY 11224, USA",40.5755355,-73.9735905,11224,5.690196080028514,2.863322860120456,3,POINT (-73.9735905 40.5755355),Brooklyn,313,Southern Brooklyn
4724,Brokered by Brown Harris Stevens - 1926 Broadway,Co-op,580000,1,1.0,712.0,245 E 72nd St Apt 4E,"Manhattan, NY 10021","245 E 72nd St Apt 4EManhattan, NY 10021",New York,New York County,New York,Manhattan,245,"245 E 72nd St #4a, New York, NY 10021, USA",40.7692372,-73.9589033,10021,5.763427993562937,2.8524799936368566,3,POINT (-73.9589033 40.7692372),Manhattan,108,Upper East Side
4725,Brokered by Weichert Realtors Evolution Group,Townhouse,465000,3,2.0,1365.0,40 Post Ln,"Staten Island, NY 10303","40 Post LnStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Post Lane,"40 Post Ln, Staten Island, NY 10303, USA",40.638522,-74.1646289,10303,5.6674529528899535,3.1351326513767748,3,POINT (-74.1646289 40.638522),Staten Island,501,Port Richmond
4728,Brokered by Brown Harris Stevens,Condo,7995000,4,4.0,2697.0,111 Murray St Apt 30W,"Manhattan, NY 10007","111 Murray St Apt 30WManhattan, NY 10007",New York,New York County,New York,Manhattan,111,"111 Murray St #30, New York, NY 10007, USA",40.715351,-74.0128441,10007,6.902818468082254,3.4308809464528913,4,POINT (-74.0128441 40.715351),Manhattan,101,Lower Manhattan
4729,Brokered by City Connections Realty,Condo,529000,3,1.0,367.0,1 Wall Street Ct Apt 1406,"New York, NY 10005","1 Wall Street Ct Apt 1406New York, NY 10005",New York,New York County,New York,Manhattan,1,"1 Wall St APT 1406, New York, NY 10005, USA",40.705216,-74.0085311,10005,5.723455672035186,2.5646660642520893,3,POINT (-74.0085311 40.705216),Manhattan,101,Lower Manhattan
4734,Brokered by Vismith Realty LLC,House,749000,3,2.0,1080.0,73 Westbrook Ave,"Staten Island, NY 10303","73 Westbrook AveStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Westbrook Avenue,"73 Westbrook Ave, Staten Island, NY 10303, USA",40.6266424,-74.1510397,10303,5.874481817699467,3.03342375548695,3,POINT (-74.1510397 40.6266424),Staten Island,501,Port Richmond
4738,Brokered by E Realty International Corp,Condo,654250,2,1.0,702.0,91-23 Corona Ave Unit 7A,"Elmhurst, NY 11373","91-23 Corona Ave Unit 7AElmhurst, NY 11373",New York,Queens County,Queens,Flushing,91-23,"91-23 Corona Ave. #7a, Flushing, NY 11373, USA",40.7427705,-73.8727516,11373,5.815743731311919,2.846337112129805,3,POINT (-73.8727516 40.7427705),Queens,404,West Queens
4739,Brokered by EXIT REALTY PREMIER,House,749000,3,2.0,2002.0,631 Essex St,"Brooklyn, NY 11208","631 Essex StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Essex Street,"631 Essex St, Brooklyn, NY 11208, USA",40.6681727,-73.8800267,11208,5.874481817699467,3.3014640731433,3,POINT (-73.8800267 40.6681727),Brooklyn,305,East New York and New Lots
4740,Brokered by ACG REALTY NY LLC,Multi-family home,699000,5,2.0,2090.0,723 E 211th St,"Bronx, NY 10467","723 E 211th StBronx, NY 10467",United States,New York,Bronx County,The Bronx,East 211th Street,"723 E 211th St, Bronx, NY 10467, USA",40.8777409,-73.8647117,10467,5.8444771757456815,3.3201462861110542,3,POINT (-73.8647117 40.8777409),Bronx,212,Bronx Park and Fordham
4742,Brokered by Corcoran Westside Columbus,Condo,995000,1,1.0,971.0,856 Washington Ave Apt 6C,"Brooklyn, NY 11238","856 Washington Ave Apt 6CBrooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,856,"856 Washington Ave #6c, Brooklyn, NY 11238, USA",40.6725244,-73.9631215,11238,5.997823080745725,2.9872192299080047,3,POINT (-73.9631215 40.6725244),Brooklyn,308,Central Brooklyn
4744,Brokered by COMPASS,Co-op,899000,2,1.0,940.0,401 E 74th St Apt 12M,"Manhattan, NY 10021","401 E 74th St Apt 12MManhattan, NY 10021",New York,New York County,New York,Manhattan,401,"401 E 74th St Apartment 12p, New York, NY 10021, USA",40.7691866,-73.9544795,10021,5.953759691733229,2.9731278535996988,3,POINT (-73.95447950000001 40.7691866),Manhattan,108,Upper East Side
4745,Brokered by Brown Harris Stevens,Townhouse,10500000,7,10.0,7040.0,115-117 W 87th St Unit Townhouse,"Manhattan, NY 10024","115-117 W 87th St Unit TownhouseManhattan, NY 10024",United States,New York,New York County,New York,West 87th Street,"115 W 87th St, New York, NY 10024, USA",40.7875734,-73.9721327,10024,7.021189299069938,3.847572659142112,5,POINT (-73.9721327 40.7875734),Manhattan,107,Upper West Side
4748,"Brokered by Robert Defalco Realty, Inc.",House,829999,3,2.0,1380.0,284 Corbin Ave,"Staten Island, NY 10308","284 Corbin AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Corbin Avenue,"284 Corbin Ave, Staten Island, NY 10308, USA",40.5637062,-74.149755,10308,5.919077569129395,3.1398790864012365,3,POINT (-74.149755 40.5637062),Staten Island,503,South Shore
4749,Brokered by COMPASS,Co-op,1950000,2,2.0,1350.0,246 W End Ave Apt 6A,"Manhattan, NY 10023","246 W End Ave Apt 6AManhattan, NY 10023",New York,New York County,New York,Manhattan,246,"246 West End Ave Apt 6e, New York, NY 10023, USA",40.7790487,-73.984824,10023,6.290034611362518,3.130333768495006,4,POINT (-73.984824 40.7790487),Manhattan,107,Upper West Side
4750,Brokered by Corcoran East Side,Co-op,740000,2,2.0,800.0,609 Columbus Ave Apt 14C,"New York, NY 10024","609 Columbus Ave Apt 14CNew York, NY 10024",New York,New York County,New York,Manhattan,609,"609 Columbus Ave #14c, New York, NY 10024, USA",40.7887084,-73.9700091,10024,5.869231719730976,2.9030899869919438,3,POINT (-73.9700091 40.7887084),Manhattan,107,Upper West Side
4751,Brokered by E Realty International Corp,Condo,654250,2,1.0,702.0,91-23 Corona Ave Unit 7A,"Elmhurst, NY 11373","91-23 Corona Ave Unit 7AElmhurst, NY 11373",New York,Queens County,Queens,Flushing,91-23,"91-23 Corona Ave. #7a, Flushing, NY 11373, USA",40.7427705,-73.8727516,11373,5.815743731311919,2.846337112129805,3,POINT (-73.8727516 40.7427705),Queens,404,West Queens
4756,Brokered by Corcoran East Side,Others,1175000,3,1.0,1500.0,145 Central Park W Apt 1B,"New York, NY 10023","145 Central Park W Apt 1BNew York, NY 10023",New York,New York County,New York,Manhattan,145,"145 Central Park W #1b, New York, NY 10023, USA",40.7778949,-73.9750972,10023,6.0700378666077555,3.1760912590556813,4,POINT (-73.97509719999999 40.7778949),Manhattan,107,Upper West Side
4757,Brokered by COMPASS,Co-op,275000,2,1.0,815.0,800 Grand Concourse Apt Gms,"Bronx, NY 10451","800 Grand Concourse Apt GmsBronx, NY 10451",United States,New York,Bronx County,The Bronx,Grand Concourse,"800 Grand Concourse, Bronx, NY 10451, USA",40.8248699,-73.9229829,10451,5.439332693830263,2.9111576087399764,3,POINT (-73.92298289999999 40.8248699),Bronx,204,High Bridge and Morrisania
4759,Brokered by R New York,Multi-family home,2500000,3,2.0,4100.0,18 W 127th St,"New York, NY 10027","18 W 127th StNew York, NY 10027",United States,New York,New York County,New York,West 127th Street,"18 W 127th St, New York, NY 10027, USA",40.8079404,-73.942354,10027,6.3979400086720375,3.6127838567197355,4,POINT (-73.94235399999999 40.8079404),Manhattan,110,Central Harlem
4761,Brokered by TRACEY REAL ESTATE,House,975000,3,2.0,1400.0,2115 Kenmore Ct,"Brooklyn, NY 11235","2115 Kenmore CtBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Kenmore Court,"2115 Kenmore Ct, Brooklyn, NY 11235, USA",40.5856655,-73.9472452,11235,5.989004615698537,3.146128035678238,3,POINT (-73.9472452 40.5856655),Brooklyn,315,Southern Brooklyn
4762,Brokered by Benjamin Realty Since 1980,Co-op,279000,1,1.0,800.0,76-66 Austin St Unit 2O,"Forest Hills, NY 11375","76-66 Austin St Unit 2OForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,7666,"7666 Austin St Apt 2m, Forest Hills, NY 11375, USA",40.7151999,-73.83611,11375,5.445604203273597,2.9030899869919438,3,POINT (-73.83611000000001 40.7151999),Queens,406,West Central Queens
4764,NoBroker,Co-op,189000,3,1.0,300.0,460 Ovington Ave Apt 2H,"Brooklyn, NY 11209","460 Ovington Ave Apt 2HBrooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,460,"460 Ovington Ave #2h, Brooklyn, NY 11209, USA",40.6327714,-74.022251,11209,5.276461804173244,2.4771212547196626,3,POINT (-74.022251 40.6327714),Brooklyn,310,Southwest Brooklyn
4765,Brokered by Douglas Elliman - 575 Madison Ave,Co-op,3450000,3,4.0,1965.0,329 W 71st St Apt 4,"New York, NY 10023","329 W 71st St Apt 4New York, NY 10023",New York,New York County,New York,Manhattan,329,"329 W 71st St Apt 4, New York, NY 10023, USA",40.7794765,-73.9854258,10023,6.537819095073274,3.2933625547114453,4,POINT (-73.9854258 40.7794765),Manhattan,107,Upper West Side
4766,Brokered by E Realty International Corp,Condo,550000,2,2.0,721.0,60-70 Woodhaven Blvd Unit 3C,"Elmhurst, NY 11373","60-70 Woodhaven Blvd Unit 3CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,60-70,"60-70 Woodhaven Blvd #3c, Elmhurst, NY 11373, USA",40.7301358,-73.871999,11373,5.740362689494244,2.857935264719429,3,POINT (-73.871999 40.7301358),Queens,406,West Queens
4767,Brokered by Winzone Realty Inc,Multi-family home,1499000,5,2.0,1520.0,42-22 191 St,"Flushing, NY 11358","42-22 191 StFlushing, NY 11358",United States,New York,Queens County,Queens,191st Street,"42-22 191st St, Flushing, NY 11358, USA",40.7587767,-73.7908877,11358,6.175801632848279,3.1818435879447726,4,POINT (-73.7908877 40.7587767),Queens,411,North Queens
4770,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,2600000,3,2.0,1729.0,242 E 15th St Apt 1,"New York, NY 10003","242 E 15th St Apt 1New York, NY 10003",New York,New York County,New York,Manhattan,242,"242 E 15th St APT 1, New York, NY 10003, USA",40.733031,-73.9850368,10003,6.414973347970818,3.2377949932739227,4,POINT (-73.9850368 40.733031),Manhattan,106,Lower East Side
4771,Brokered by RE MAX Real Estate Professionals,House,825900,3,2.0,1923.0,50 Sleepy Hollow Rd,"Staten Island, NY 10314","50 Sleepy Hollow RdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Sleepy Hollow Road,"50 Sleepy Hollow Rd, Staten Island, NY 10314, USA",40.594143,-74.1658674,10314,5.916927466112993,3.28397928423848,3,POINT (-74.1658674 40.594143),Staten Island,502,Mid-Island
4772,Brokered by Nest Seekers Bedford- Stuyvesant,Co-op,370000,1,1.0,680.0,850 Saint Marks Ave Apt 2J,"Brooklyn, NY 11213","850 Saint Marks Ave Apt 2JBrooklyn, NY 11213",New York,Kings County,Brooklyn,Crown Heights,850,"850 St Marks Ave #2j, Brooklyn, NY 11213, USA",40.6747162,-73.944828,11213,5.568201724066995,2.832508912706236,3,POINT (-73.944828 40.6747162),Brooklyn,308,Central Brooklyn
4773,Brokered by CENTURY 21 Achievers,House,569000,2,1.0,840.0,765 Shepherd Ave,"Brooklyn, NY 11208","765 Shepherd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"765 Shepherd Ave, Brooklyn, NY 11208, USA",40.6656889,-73.8773179,11208,5.755112266395071,2.9242792860618816,3,POINT (-73.87731789999999 40.6656889),Brooklyn,305,East New York and New Lots
4775,Brokered by EXIT REALTY PREMIER,House,749000,3,2.0,2002.0,631 Essex St,"Brooklyn, NY 11208","631 Essex StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Essex Street,"631 Essex St, Brooklyn, NY 11208, USA",40.6681727,-73.8800267,11208,5.874481817699467,3.3014640731433,3,POINT (-73.8800267 40.6681727),Brooklyn,305,East New York and New Lots
4778,Brokered by STROFFOLINO REALTY LLC,Multi-family home,2300000,3,3.0,2355.0,2502 84th St,"Brooklyn, NY 11214","2502 84th StBrooklyn, NY 11214",11214,United States,New York,Kings County,84th Street,"2502 84th St, Brooklyn, NY 11214, USA",40.5988298,-73.9859643,11214,6.361727836017593,3.371990911464915,4,POINT (-73.98596430000001 40.5988298),Brooklyn,311,Southwest Brooklyn
4779,Brokered by Fine Choice Realty Inc,House,799000,3,2.0,1989.0,217 Remsen Ave,"Brooklyn, NY 11212","217 Remsen AveBrooklyn, NY 11212",United States,New York,Kings County,Brooklyn,Remsen Avenue,"217 Remsen Ave, Brooklyn, NY 11212, USA",40.6592604,-73.9267735,11212,5.902546779313991,3.2986347831244354,3,POINT (-73.9267735 40.6592604),Brooklyn,317,Central Brooklyn
4782,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,2600000,3,2.0,1729.0,242 E 15th St Apt 1,"New York, NY 10003","242 E 15th St Apt 1New York, NY 10003",New York,New York County,New York,Manhattan,242,"242 E 15th St APT 1, New York, NY 10003, USA",40.733031,-73.9850368,10003,6.414973347970818,3.2377949932739227,4,POINT (-73.9850368 40.733031),Manhattan,106,Lower East Side
4783,Brokered by Silverside Realty LLC,Multi-family home,799000,6,2.0,2000.0,4568 Carpenter Ave,"Bronx, NY 10470","4568 Carpenter AveBronx, NY 10470",United States,New York,Bronx County,The Bronx,Carpenter Avenue,"4568 Carpenter Ave, Bronx, NY 10470, USA",40.9027802,-73.8540588,10470,5.902546779313991,3.3010299956639813,3,POINT (-73.8540588 40.9027802),Bronx,212,Northeast Bronx
4785,Brokered by RE MAX Elite,Others,1299999,6,5.0,3608.0,557 Beach 129th St,"Queens, NY 11694","557 Beach 129th StQueens, NY 11694",United States,New York,Queens County,Queens,Beach 129th Street,"557 Beach 129th St, Rockaway Park, NY 11694, USA",40.5812073,-73.8512446,11694,6.11394301823403,3.557266528869904,4,POINT (-73.8512446 40.5812073),Queens,414,Rockaways
4786,Brokered by Winzone Realty Inc,Multi-family home,1380000,12,3.0,2681.0,164-08 85th Ave,"Jamaica, NY 11432","164-08 85th AveJamaica, NY 11432",United States,New York,Queens County,Queens,85th Avenue,"164-08 85th Ave, Jamaica, NY 11432, USA",40.712448,-73.800851,11432,6.139879086401237,3.4282968139828798,4,POINT (-73.80085099999999 40.712448),Queens,408,Jamaica
4787,Brokered by REAL NEW YORK - Remote Brooklyn,Condo,499000,3,1.0,472.0,127 W 112th St Apt 1B,"New York, NY 10026","127 W 112th St Apt 1BNew York, NY 10026",New York,New York County,New York,Manhattan,127,"127 W 112th St #1b, New York, NY 10026, USA",40.800382,-73.953136,10026,5.69810054562339,2.673941998634088,3,POINT (-73.953136 40.800382),Manhattan,110,Central Harlem
4788,Brokered by J Shayovitz Real Estate Corp,Co-op,4750000,3,2.0,2969.0,1175 Park Ave Unit 1C,"New York, NY 10128","1175 Park Ave Unit 1CNew York, NY 10128",New York,New York County,New York,Manhattan,1175,"1175 Park Ave #1c, New York, NY 10128, USA",40.7843921,-73.9538405,10128,6.676693609624866,3.472610197596045,4,POINT (-73.9538405 40.7843921),Manhattan,108,Upper East Side
4790,Brokered by Serhant,Condo,789000,3,2.0,800.0,109 Lafayette St Rm 502,"New York, NY 10013","109 Lafayette St Rm 502New York, NY 10013",New York,New York County,New York,Manhattan,109,"109 Lafayette St RM 502, New York, NY 10013, USA",40.7179262,-74.0005942,10013,5.897077003209421,2.9030899869919438,3,POINT (-74.00059419999999 40.7179262),Manhattan,101,Greenwich Village and Soho
4792,Brokered by Ilite Realty Inc,Multi-family home,1700000,3,7.0,7854.0,448 40th St,"Brooklyn, NY 11232","448 40th StBrooklyn, NY 11232",United States,New York,Kings County,Brooklyn,40th Street,"448 40th St, Brooklyn, NY 11232, USA",40.6512221,-74.0057802,11232,6.230448921378274,3.8950908969343994,4,POINT (-74.0057802 40.6512221),Brooklyn,307,Sunset Park
